,908.1,914.294,920.489,926.683,932.877,939.072,945.266,951.46,957.655,963.849,970.044,976.238,982.432,988.627,994.821,1001.015,1007.21,1013.404,1019.598,1025.793,1031.987,1038.181,1044.376,1050.57,1056.764,1062.959,1069.153,1075.348,1081.542,1087.736,1093.931,1100.125,1106.319,1112.514,1118.708,1124.902,1131.097,1137.291,1143.485,1149.68,1155.874,1162.069,1168.263,1174.457,1180.652,1186.846,1193.04,1199.235,1205.429,1211.623,1217.818,1224.012,1230.206,1236.401,1242.595,1248.789,1254.984,1261.178,1267.373,1273.567,1279.761,1285.956,1292.15,1298.344,1304.539,1310.733,1316.927,1323.122,1329.316,1335.51,1341.705,1347.899,1354.094,1360.288,1366.482,1372.677,1378.871,1385.065,1391.26,1397.454,1403.648,1409.843,1416.037,1422.231,1428.426,1434.62,1440.814,1447.009,1453.203,1459.398,1465.592,1471.786,1477.981,1484.175,1490.369,1496.564,1502.758,1508.952,1515.147,1521.341,1527.535,1533.73,1539.924,1546.119,1552.313,1558.507,1564.702,1570.896,1577.09,1583.285,1589.479,1595.673,1601.868,1608.062,1614.256,1620.451,1626.645,1632.839,1639.034,1645.228,1651.423,1657.617,1663.811,1670.006,1676.2,Instrument Serial Number,Temperature,Notes
B2F1-1.sam,-0.0505216,-0.0543149,-0.05760724,-0.06064145,-0.06254821,-0.06443235,-0.06575063,-0.06733337,-0.06883584,-0.0701464,-0.0712124,-0.07195814,-0.0730445,-0.07352325,-0.07396328,-0.07452656,-0.07489037,-0.07527889,-0.07555265,-0.07575386,-0.07604437,-0.07641613,-0.07690295,-0.07710477,-0.07740377,-0.07781143,-0.07808363,-0.07836682,-0.07870489,-0.07892041,-0.07913024,-0.07942742,-0.07944293,-0.07957593,-0.07949644,-0.0794526,-0.07885487,-0.0778352,-0.0761615,-0.07437059,-0.07346439,-0.07228068,-0.06981758,-0.06711911,-0.06326095,-0.0591671,-0.05817856,-0.05934917,-0.06056252,-0.06151168,-0.06400942,-0.06747112,-0.07072569,-0.0731551,-0.07490799,-0.0761322,-0.07696752,-0.07755228,-0.07796946,-0.07822677,-0.0782878,-0.07827885,-0.07827233,-0.0781786,-0.0780762,-0.07789865,-0.07764829,-0.07743035,-0.07712755,-0.07666473,-0.07605723,-0.0748097,-0.07226794,-0.06912677,-0.06620041,-0.06327683,-0.06029119,-0.05763135,-0.05521685,-0.05455457,-0.05482589,-0.05508815,-0.05562038,-0.05665583,-0.05748924,-0.05822129,-0.05904026,-0.05992931,-0.06087178,-0.06161248,-0.0622385,-0.06286804,-0.06331759,-0.06362228,-0.06394058,-0.06442219,-0.06507454,-0.06585099,-0.0664816,-0.0670908,-0.0676645,-0.0681418,-0.06842428,-0.06866076,-0.06879289,-0.06880466,-0.06879073,-0.0686273,-0.06843968,-0.06824341,-0.06799984,-0.06772857,-0.06742708,-0.0670628,-0.0666038,-0.06597862,-0.0648995,-0.06354675,-0.0623058,-0.06151901,-0.06125987,-0.06115368,-0.06061289,-0.05962474,-0.05808925,"S1-00621",30.875,""
B2F1-2.sam,-0.05139468,-0.05522931,-0.05854605,-0.06091068,-0.06303895,-0.06493349,-0.06620171,-0.06775435,-0.06922125,-0.07078104,-0.07159891,-0.07230415,-0.07335775,-0.07402527,-0.07466652,-0.07491724,-0.07533741,-0.07571972,-0.07580515,-0.07614638,-0.07650291,-0.07685875,-0.07718631,-0.07751585,-0.07773317,-0.07806619,-0.07833203,-0.07872272,-0.07899382,-0.07929991,-0.07938547,-0.07969882,-0.07983527,-0.07985909,-0.07976903,-0.0797146,-0.07906388,-0.07804591,-0.07640715,-0.07461578,-0.07373261,-0.07250194,-0.07003877,-0.06733574,-0.0634834,-0.05940345,-0.0584011,-0.059637,-0.06077015,-0.06177566,-0.06427233,-0.06776953,-0.07097736,-0.0733788,-0.07514091,-0.07635179,-0.07717974,-0.07779134,-0.07816435,-0.07843156,-0.07850969,-0.078501,-0.07846607,-0.07836133,-0.07827862,-0.07812046,-0.07786684,-0.07762001,-0.0773097,-0.07686695,-0.07626554,-0.07502225,-0.0724908,-0.06933232,-0.06640751,-0.0634772,-0.06050977,-0.05782502,-0.05541629,-0.05476647,-0.05505172,-0.05530273,-0.05583064,-0.05688397,-0.05770124,-0.05843499,-0.05925584,-0.06012672,-0.06107318,-0.06181238,-0.06244598,-0.06307357,-0.06353145,-0.06383569,-0.0641396,-0.0646145,-0.06527641,-0.06604003,-0.0666786,-0.06727653,-0.06783255,-0.06834237,-0.06862458,-0.06887267,-0.06897721,-0.06899901,-0.06899361,-0.06883116,-0.0686191,-0.06844341,-0.06818849,-0.06792707,-0.0676254,-0.06726082,-0.06679046,-0.06616515,-0.06510799,-0.06374507,-0.06251592,-0.0617521,-0.0615107,-0.0614653,-0.06092789,-0.06004439,-0.0586352,"S1-00621",31,""
B2F1-3.sam,-0.05186257,-0.05532695,-0.05831792,-0.06108271,-0.06290784,-0.06489348,-0.06633878,-0.06778198,-0.06910241,-0.07063188,-0.07169385,-0.07252958,-0.07349011,-0.07393298,-0.07465509,-0.0750087,-0.07534153,-0.07571132,-0.0759642,-0.07622904,-0.0765041,-0.07685824,-0.07725722,-0.07751592,-0.07780003,-0.07813002,-0.0783935,-0.07878391,-0.07910968,-0.07940963,-0.07949337,-0.0798326,-0.07983232,-0.0799078,-0.07986112,-0.07980607,-0.07923628,-0.07812162,-0.07648913,-0.07468756,-0.07377302,-0.07258198,-0.07011157,-0.06742036,-0.06360876,-0.05946766,-0.05852911,-0.05971469,-0.0608877,-0.06184082,-0.0643965,-0.06785852,-0.07105331,-0.07345212,-0.07525253,-0.07646877,-0.07731217,-0.07791895,-0.07829283,-0.07852462,-0.07860463,-0.07861752,-0.07858834,-0.07847676,-0.07836096,-0.07820319,-0.0779581,-0.07772148,-0.07740673,-0.07697166,-0.07638064,-0.07512505,-0.07257953,-0.06943288,-0.06651682,-0.06357165,-0.06060478,-0.05795518,-0.05554187,-0.05490458,-0.05516266,-0.05542604,-0.05596149,-0.05697374,-0.05778952,-0.05855142,-0.05937815,-0.06025832,-0.06119565,-0.06191456,-0.06255583,-0.06317284,-0.06362452,-0.0639402,-0.06423334,-0.06472573,-0.06537928,-0.0661618,-0.06680335,-0.0673865,-0.06796357,-0.06846312,-0.06874329,-0.06897536,-0.06911679,-0.06912503,-0.06909942,-0.06894193,-0.06876329,-0.06858885,-0.06831107,-0.06804848,-0.06774655,-0.06738159,-0.06693304,-0.06628577,-0.06523968,-0.06388833,-0.06265946,-0.06190705,-0.0616693,-0.06164473,-0.06119587,-0.06036852,-0.05908086,"S1-00621",31,""
B2F2-4.sam,-0.04744984,-0.04940911,-0.05207349,-0.05331234,-0.05487404,-0.05647292,-0.05754163,-0.05931292,-0.06067978,-0.062339,-0.0632708,-0.06415219,-0.06552713,-0.06614166,-0.0669366,-0.06747694,-0.06815205,-0.06883807,-0.06914169,-0.06966242,-0.07018083,-0.07063481,-0.07126443,-0.07158911,-0.07207651,-0.07240877,-0.07287993,-0.0732976,-0.07370605,-0.07415619,-0.07433736,-0.07478521,-0.07491253,-0.07517438,-0.0752447,-0.07528654,-0.07497708,-0.0741775,-0.07310772,-0.07179766,-0.07118895,-0.07036545,-0.06855027,-0.06660286,-0.06365155,-0.06060538,-0.06001513,-0.06112172,-0.06210928,-0.06290311,-0.06487179,-0.06763076,-0.07011674,-0.07196102,-0.07339189,-0.0743874,-0.07499038,-0.07551699,-0.07587288,-0.0760667,-0.07611148,-0.07610905,-0.07609805,-0.07598071,-0.07591685,-0.07581625,-0.07560296,-0.07544182,-0.07519446,-0.07484134,-0.07437038,-0.07338373,-0.07147739,-0.06905781,-0.06681261,-0.06457023,-0.06224851,-0.06012403,-0.05812891,-0.0573525,-0.05745699,-0.05748996,-0.05780331,-0.05850663,-0.05912134,-0.05969178,-0.06030807,-0.0609546,-0.06164968,-0.06219083,-0.06262013,-0.06311406,-0.06346391,-0.06366017,-0.06388223,-0.06429964,-0.06479276,-0.0654332,-0.06596675,-0.06648362,-0.06696285,-0.06739311,-0.06764546,-0.06791244,-0.06802334,-0.06810305,-0.06811677,-0.06804457,-0.0679071,-0.06782334,-0.06767279,-0.06752524,-0.06730217,-0.06711456,-0.06677805,-0.06637406,-0.0655942,-0.06460107,-0.06374957,-0.06331442,-0.06330735,-0.06367394,-0.06385304,-0.06407613,-0.06424197,"S1-00621",31.4375,""
B2F2-5.sam,-0.04767834,-0.04966178,-0.05188501,-0.05327987,-0.05473205,-0.05613434,-0.0575022,-0.05904793,-0.06065179,-0.06220303,-0.06338072,-0.06416672,-0.06552607,-0.06613896,-0.06702815,-0.06767096,-0.06816101,-0.06883392,-0.06922248,-0.06974463,-0.07018189,-0.0706348,-0.07126443,-0.07158911,-0.0720773,-0.07247367,-0.07287996,-0.07336075,-0.07381863,-0.07415809,-0.07439448,-0.07483645,-0.0749615,-0.07522757,-0.07534286,-0.07541551,-0.07496942,-0.07426362,-0.07315539,-0.07191178,-0.07126904,-0.07047486,-0.06859348,-0.06671874,-0.06375869,-0.06071044,-0.06011389,-0.0611856,-0.06217417,-0.06297281,-0.06496041,-0.06769672,-0.07020351,-0.07206836,-0.07349999,-0.07446874,-0.07511877,-0.07561011,-0.07593168,-0.07614688,-0.07623041,-0.07621641,-0.07619727,-0.07608338,-0.07600255,-0.07591932,-0.07570684,-0.07553829,-0.07529872,-0.07492423,-0.07447439,-0.07350817,-0.07157452,-0.0691715,-0.06692632,-0.06467589,-0.06237434,-0.06023406,-0.05824564,-0.0574754,-0.05757888,-0.05760994,-0.05790777,-0.05864284,-0.05923049,-0.05980445,-0.06044323,-0.06107846,-0.06176487,-0.06231426,-0.0627692,-0.06325651,-0.06358745,-0.06377828,-0.06402169,-0.06440866,-0.06492656,-0.06555028,-0.066078,-0.06659379,-0.06707185,-0.06749903,-0.06777406,-0.06803153,-0.06812729,-0.06822715,-0.0682532,-0.06814785,-0.06802911,-0.06795676,-0.06780624,-0.06764698,-0.06743459,-0.06722476,-0.06690963,-0.06649463,-0.06571484,-0.0647551,-0.06389194,-0.06344765,-0.06347723,-0.06386369,-0.06407996,-0.06436954,-0.06458578,"S1-00621",31.5,""
B2F2-6.sam,-0.04793556,-0.04967811,-0.0525571,-0.05340206,-0.05469516,-0.05644871,-0.05754309,-0.05932412,-0.06055636,-0.06231608,-0.06339146,-0.06416611,-0.06550936,-0.06634407,-0.06703576,-0.0677587,-0.06834873,-0.06874847,-0.0693851,-0.06982701,-0.07025956,-0.07070909,-0.0714083,-0.07165783,-0.07201049,-0.07260517,-0.07300466,-0.07347659,-0.07382123,-0.07432328,-0.07449785,-0.07493286,-0.07500581,-0.07528067,-0.07543009,-0.0754616,-0.07506233,-0.07439336,-0.07326794,-0.07195663,-0.07134914,-0.07055051,-0.06866703,-0.06679638,-0.06386905,-0.06081546,-0.06022232,-0.061315,-0.06227056,-0.0630681,-0.06505153,-0.06780446,-0.07034486,-0.07216986,-0.07359254,-0.07456672,-0.07520414,-0.0757241,-0.07605903,-0.07625801,-0.07631706,-0.07629464,-0.07628743,-0.07618155,-0.07611081,-0.07601642,-0.07578383,-0.07563633,-0.07542145,-0.07505049,-0.07458377,-0.0735849,-0.07166804,-0.06926192,-0.06701206,-0.06479842,-0.06248251,-0.06034415,-0.05834531,-0.05756294,-0.05766593,-0.0577075,-0.05800891,-0.05873973,-0.05933949,-0.05989224,-0.06051605,-0.06117497,-0.06186824,-0.06241446,-0.06286737,-0.06335137,-0.06369638,-0.06386333,-0.06410901,-0.06451032,-0.06501799,-0.06563606,-0.066187,-0.06669346,-0.06716709,-0.0676224,-0.06783754,-0.06812293,-0.06822058,-0.06830671,-0.06834403,-0.06824918,-0.06811918,-0.06804631,-0.06787286,-0.06773454,-0.06753343,-0.0673346,-0.06700847,-0.06658231,-0.06584632,-0.06484271,-0.06399122,-0.06355777,-0.06356503,-0.06401872,-0.06426971,-0.06464119,-0.06497108,"S1-00621",31.5625,""
B2F3-1.sam,-0.04201646,-0.04368817,-0.04594381,-0.0465382,-0.04798026,-0.04947334,-0.05079133,-0.05274535,-0.05402195,-0.05581077,-0.05705598,-0.05768741,-0.05936731,-0.05984608,-0.06091902,-0.06158461,-0.06217019,-0.06283315,-0.06331565,-0.06382164,-0.0643978,-0.06485231,-0.06555232,-0.06586074,-0.06634598,-0.06700316,-0.06735314,-0.06786207,-0.06828748,-0.06877273,-0.0689472,-0.06946772,-0.06971686,-0.06990133,-0.07004352,-0.07002448,-0.06972055,-0.06899502,-0.06799066,-0.06663213,-0.06601807,-0.06523162,-0.06331485,-0.06141565,-0.0584893,-0.05539149,-0.05480765,-0.05595584,-0.05700272,-0.05782999,-0.0598524,-0.06266739,-0.06527734,-0.06717287,-0.06864105,-0.06965878,-0.07033852,-0.07088681,-0.07125038,-0.07149251,-0.07157306,-0.07158129,-0.07158506,-0.07145923,-0.07143275,-0.07137256,-0.07113056,-0.07099612,-0.07078972,-0.07042056,-0.0699629,-0.06900176,-0.0670836,-0.06463642,-0.06237049,-0.06012593,-0.05779377,-0.05565652,-0.05363074,-0.05282272,-0.0529221,-0.05297369,-0.05330955,-0.05404122,-0.05466729,-0.05526139,-0.05590677,-0.0565538,-0.05728014,-0.05785314,-0.05827285,-0.0587991,-0.05913985,-0.05934785,-0.05959179,-0.06000979,-0.06053993,-0.06120189,-0.06175431,-0.06224871,-0.06275469,-0.06319112,-0.06349836,-0.06374079,-0.06386645,-0.06396466,-0.06401093,-0.06394779,-0.06386062,-0.06379455,-0.06363758,-0.06349473,-0.06331546,-0.06311482,-0.06284212,-0.06243112,-0.06168919,-0.06069313,-0.05987704,-0.05947367,-0.05954555,-0.0601416,-0.06069232,-0.06150787,-0.06233788,"S1-00621",31.8125,""
B2F3-2.sam,-0.04242004,-0.04416031,-0.04640323,-0.04696884,-0.04819387,-0.04979995,-0.05097543,-0.05287587,-0.05427993,-0.05608621,-0.05717422,-0.05801754,-0.05958024,-0.06026589,-0.06103372,-0.06177475,-0.06235423,-0.0630948,-0.06365366,-0.06414995,-0.064634,-0.06515358,-0.06591609,-0.06621224,-0.06675184,-0.06720094,-0.06773571,-0.06822397,-0.06857947,-0.06911036,-0.06927319,-0.06982095,-0.06996538,-0.07019965,-0.07041624,-0.07038526,-0.07011764,-0.06936786,-0.06827573,-0.06697104,-0.06641124,-0.06557477,-0.06369194,-0.06177646,-0.0588177,-0.05574634,-0.0551605,-0.05633089,-0.05736497,-0.05818858,-0.06023967,-0.06305789,-0.06561949,-0.06749485,-0.06898772,-0.07001294,-0.07069502,-0.0712394,-0.07158994,-0.07182048,-0.07191697,-0.07195225,-0.07193618,-0.07182866,-0.07179374,-0.07172671,-0.07153171,-0.07137827,-0.07113625,-0.0708025,-0.07033768,-0.0693661,-0.06744187,-0.06502606,-0.0627685,-0.06049916,-0.05815469,-0.05600783,-0.05399371,-0.05320909,-0.05329715,-0.0533493,-0.05368208,-0.05442878,-0.05505601,-0.0556252,-0.05629237,-0.05696008,-0.05765415,-0.05823548,-0.05866751,-0.05917273,-0.05954526,-0.05972873,-0.05997017,-0.06040877,-0.06093904,-0.06158378,-0.06212708,-0.06265265,-0.06314677,-0.06359025,-0.06388094,-0.06413116,-0.06424233,-0.06432258,-0.0643895,-0.06432399,-0.0642345,-0.06415578,-0.06400675,-0.06386234,-0.06370445,-0.06348117,-0.06321841,-0.06280713,-0.06206463,-0.06104802,-0.06025435,-0.05986277,-0.05995207,-0.0605448,-0.0611458,-0.0620278,-0.06294838,"S1-00621",31.8125,""
B2F3-3.sam,-0.04294007,-0.04442816,-0.04687503,-0.04723882,-0.04835748,-0.05028422,-0.05132119,-0.05302393,-0.05453164,-0.05648425,-0.05743693,-0.05825599,-0.05979772,-0.06057867,-0.06144425,-0.06207199,-0.0626351,-0.06327538,-0.0638236,-0.06431334,-0.06479137,-0.06530473,-0.06606126,-0.06642294,-0.06682023,-0.06752707,-0.06785862,-0.06840679,-0.06875309,-0.06922644,-0.06943959,-0.06997629,-0.07011805,-0.07038984,-0.07055591,-0.07052153,-0.07029457,-0.06949483,-0.06844902,-0.06717382,-0.06660288,-0.06572262,-0.06384152,-0.0619225,-0.05896875,-0.05592395,-0.05532934,-0.05647038,-0.05753094,-0.05834969,-0.06038827,-0.06318393,-0.06577769,-0.06766881,-0.06915703,-0.07016765,-0.07081233,-0.07137345,-0.07175964,-0.07197063,-0.07204808,-0.07207628,-0.07208278,-0.07197466,-0.07193369,-0.07187975,-0.07165632,-0.07148563,-0.07126673,-0.0709395,-0.07047983,-0.06950862,-0.06759266,-0.06515916,-0.06289434,-0.06064233,-0.05830839,-0.05615646,-0.05413457,-0.0533508,-0.05344973,-0.05348106,-0.05382141,-0.05459388,-0.05519256,-0.05577285,-0.05643625,-0.05709416,-0.0578012,-0.05835293,-0.05882645,-0.05930581,-0.05967724,-0.05987401,-0.06010562,-0.0605377,-0.06107796,-0.06172332,-0.06226459,-0.06278928,-0.06327026,-0.06371015,-0.06401055,-0.06427483,-0.06435992,-0.06446006,-0.06452733,-0.06445,-0.06435847,-0.06429017,-0.06415166,-0.06401838,-0.06383815,-0.06362543,-0.06332922,-0.06292874,-0.06219725,-0.06119251,-0.0604203,-0.06001833,-0.06012212,-0.06074723,-0.06137247,-0.06229683,-0.06331407,"S1-00621",31.875,""
